machineid,datasetid,queryid,compilerid,layoutid,implementationid,timeid,runtime
1,0,0,4,5,3,14,1.528989
1,0,0,4,5,3,14,1.528986
1,0,0,4,5,3,14,1.528998
1,0,0,4,5,3,14,1.529063
1,0,0,4,6,3,14,1.526769
1,0,0,4,6,3,14,1.52717
1,0,0,4,6,3,14,1.527171
1,0,0,4,6,3,14,1.527302
1,0,0,4,6,3,14,1.527366
1,0,0,4,7,3,14,1.605376
1,0,0,4,7,3,14,1.605159
1,0,0,4,7,3,14,1.605373
1,0,0,4,7,3,14,1.605341
1,0,0,4,7,3,14,1.605229
1,0,0,4,8,3,14,1.568889
1,0,0,4,8,3,14,1.568696
1,0,0,4,8,3,14,1.569436
1,0,0,4,8,3,14,1.568993
1,0,0,4,8,3,14,1.569152
1,0,0,4,9,3,14,1.560185
1,0,0,4,9,3,14,1.56019
1,0,0,4,9,3,14,1.560101
1,0,0,4,9,3,14,1.560075
1,0,0,4,9,3,14,1.560136
1,0,0,4,10,3,14,1.56058
1,0,0,4,10,3,14,1.561076
1,0,0,4,10,3,14,1.560016
1,0,0,4,10,3,14,1.56086
1,0,0,4,10,3,14,1.560947
1,0,0,4,11,3,14,1.623363
1,0,0,4,11,3,14,1.623351
1,0,0,4,11,3,14,1.623323
1,0,0,4,11,3,14,1.623284
1,0,0,4,11,3,14,1.623224
1,0,0,4,12,3,14,1.580251
1,0,0,4,12,3,14,1.580326
1,0,0,4,12,3,14,1.580431
1,0,0,4,12,3,14,1.580277
1,0,0,4,12,3,14,1.579699
1,0,0,4,13,3,14,1.525783
1,0,0,4,13,3,14,1.525611
1,0,0,4,13,3,14,1.525742
1,0,0,4,13,3,14,1.525687
1,0,0,4,13,3,14,1.525565
1,1,0,4,9999,2,14,0.434184
1,1,0,4,9999,2,14,0.43402
1,1,0,4,9999,2,14,0.434015
1,1,0,4,9999,2,14,0.434152
1,1,0,4,9999,2,14,0.43401
1,1,0,4,2,2,14,0.431869
1,1,0,4,2,2,14,0.431411
1,1,0,4,2,2,14,0.431691
1,1,0,4,2,2,14,0.431907
1,1,0,4,2,2,14,0.431778
1,1,0,4,3,2,14,0.42637
1,1,0,4,3,2,14,0.426379
1,1,0,4,3,2,14,0.426341
1,1,0,4,3,2,14,0.426383
1,1,0,4,3,2,14,0.426307
1,1,0,4,4,2,14,0.427073
1,1,0,4,4,2,14,0.426863
1,1,0,4,4,2,14,0.426856
1,1,0,4,4,2,14,0.426792
1,1,0,4,4,2,14,0.42689
1,1,0,4,5,2,14,0.493283
1,1,0,4,5,2,14,0.492952
1,1,0,4,5,2,14,0.493512
1,1,0,4,5,2,14,0.493341
1,1,0,4,5,2,14,0.492988
1,1,0,4,6,2,14,0.503429
1,1,0,4,6,2,14,0.502843
1,1,0,4,6,2,14,0.502907
1,1,0,4,6,2,14,0.503218
1,1,0,4,6,2,14,0.502887
1,1,0,4,7,2,14,0.529402
1,1,0,4,7,2,14,0.529667
1,1,0,4,7,2,14,0.529105
1,1,0,4,7,2,14,0.528957
1,1,0,4,7,2,14,0.529332
1,1,0,4,8,2,14,0.525295
1,1,0,4,8,2,14,0.525183
1,1,0,4,8,2,14,0.525052
1,1,0,4,8,2,14,0.525181
1,1,0,4,8,2,14,0.525075
1,1,0,4,9,2,14,0.614891
1,1,0,4,9,2,14,0.614734
1,1,0,4,9,2,14,0.614761
1,1,0,4,9,2,14,0.61425
1,1,0,4,9,2,14,0.614534
1,1,0,4,10,2,14,0.558348
1,1,0,4,10,2,14,0.558141
1,1,0,4,10,2,14,0.558111
1,1,0,4,10,2,14,0.558136
1,1,0,4,10,2,14,0.557989
1,1,0,4,11,2,14,0.41663
1,1,0,4,11,2,14,0.416459
1,1,0,4,11,2,14,0.416459
1,1,0,4,11,2,14,0.416713
1,1,0,4,11,2,14,0.416571
1,1,0,4,12,2,14,0.416273
1,1,0,4,12,2,14,0.416256
1,1,0,4,12,2,14,0.416233
1,1,0,4,12,2,14,0.416148
1,1,0,4,12,2,14,0.416181
1,1,0,4,13,2,14,0.418765
1,1,0,4,13,2,14,0.418681
1,1,0,4,13,2,14,0.418575
1,1,0,4,13,2,14,0.418836
1,1,0,4,13,2,14,0.418624
1,1,0,4,9999,3,14,0.708444
1,1,0,4,9999,3,14,0.708049
1,1,0,4,9999,3,14,0.707888
1,1,0,4,9999,3,14,0.708023
1,1,0,4,9999,3,14,0.707989
1,1,0,4,2,3,14,0.594909
1,1,0,4,2,3,14,0.594695
1,1,0,4,2,3,14,0.594071
1,1,0,4,2,3,14,0.594146
1,1,0,4,2,3,14,0.594009
1,1,0,4,3,3,14,0.516709
1,1,0,4,3,3,14,0.517075
1,1,0,4,3,3,14,0.5166
1,1,0,4,3,3,14,0.516588
1,1,0,4,3,3,14,0.516694
1,1,0,4,4,3,14,0.471797
1,1,0,4,4,3,14,0.471702
1,1,0,4,4,3,14,0.471594
1,1,0,4,4,3,14,0.47167
1,1,0,4,4,3,14,0.471624
1,1,0,4,5,3,14,0.475994
1,1,0,4,5,3,14,0.475966
1,1,0,4,5,3,14,0.475883
1,1,0,4,5,3,14,0.475955
1,1,0,4,5,3,14,0.476023
1,1,0,4,6,3,14,0.496298
1,1,0,4,6,3,14,0.496163
1,1,0,4,6,3,14,0.496066
1,1,0,4,6,3,14,0.496085
1,1,0,4,6,3,14,0.496142
1,1,0,4,7,3,14,0.515576
1,1,0,4,7,3,14,0.515183
1,1,0,4,7,3,14,0.515969
1,1,0,4,7,3,14,0.515802
1,1,0,4,7,3,14,0.5156
1,1,0,4,8,3,14,0.506029
1,1,0,4,8,3,14,0.506639
1,1,0,4,8,3,14,0.506358
1,1,0,4,8,3,14,0.506469
1,1,0,4,8,3,14,0.506858
1,1,0,4,9,3,14,0.60003
1,1,0,4,9,3,14,0.599798
1,1,0,4,9,3,14,0.599872
1,1,0,4,9,3,14,0.59977
1,1,0,4,9,3,14,0.599807
1,1,0,4,10,3,14,0.546726
1,1,0,4,10,3,14,0.546659
1,1,0,4,10,3,14,0.546584
1,1,0,4,10,3,14,0.546515
1,1,0,4,10,3,14,0.546538
1,1,0,4,11,3,14,0.42056
1,1,0,4,11,3,14,0.420333
1,1,0,4,11,3,14,0.420539
1,1,0,4,11,3,14,0.420328
1,1,0,4,11,3,14,0.420339
1,1,0,4,12,3,14,0.420237
1,1,0,4,12,3,14,0.420165
1,1,0,4,12,3,14,0.420131
1,1,0,4,12,3,14,0.420207
1,1,0,4,12,3,14,0.420197
1,1,0,4,13,3,14,0.422267
1,1,0,4,13,3,14,0.422137
1,1,0,4,13,3,14,0.422174
1,1,0,4,13,3,14,0.422021
1,1,0,4,13,3,14,0.422068
1,2,0,4,9999,2,14,0.283894
1,2,0,4,9999,2,14,0.28344
1,2,0,4,9999,2,14,0.283633
1,2,0,4,9999,2,14,0.283487
1,2,0,4,9999,2,14,0.283412
1,2,0,4,2,2,14,0.296889
1,2,0,4,2,2,14,0.296573
1,2,0,4,2,2,14,0.296642
1,2,0,4,2,2,14,0.296604
1,2,0,4,2,2,14,0.296511
1,2,0,4,3,2,14,0.286576
1,2,0,4,3,2,14,0.28618
1,2,0,4,3,2,14,0.286231
1,2,0,4,3,2,14,0.286261
1,2,0,4,3,2,14,0.286158
1,2,0,4,4,2,14,0.260904
1,2,0,4,4,2,14,0.26062
1,2,0,4,4,2,14,0.260567
1,2,0,4,4,2,14,0.260721
1,2,0,4,4,2,14,0.260595
1,2,0,4,5,2,14,0.298602
1,2,0,4,5,2,14,0.303415
1,2,0,4,5,2,14,0.303278
1,2,0,4,5,2,14,0.303315
1,2,0,4,5,2,14,0.303358
1,2,0,4,6,2,14,0.29248
1,2,0,4,6,2,14,0.292314
1,2,0,4,6,2,14,0.292196
1,2,0,4,6,2,14,0.292287
1,2,0,4,6,2,14,0.292194
1,2,0,4,7,2,14,0.314753
1,2,0,4,7,2,14,0.314423
1,2,0,4,7,2,14,0.314429
1,2,0,4,7,2,14,0.314662
1,2,0,4,7,2,14,0.311306
1,2,0,4,8,2,14,0.421777
1,2,0,4,8,2,14,0.421492
1,2,0,4,8,2,14,0.421671
1,2,0,4,8,2,14,0.421575
1,2,0,4,8,2,14,0.421581
1,2,0,4,9,2,14,0.385896
1,2,0,4,9,2,14,0.385885
1,2,0,4,9,2,14,0.385561
1,2,0,4,9,2,14,0.385457
1,2,0,4,9,2,14,0.38542
1,2,0,4,10,2,14,0.234705
1,2,0,4,10,2,14,0.23445
1,2,0,4,10,2,14,0.23452
1,2,0,4,10,2,14,0.234477
1,2,0,4,10,2,14,0.234469
1,2,0,4,11,2,14,0.235252
1,2,0,4,11,2,14,0.231993
1,2,0,4,11,2,14,0.232991
1,2,0,4,11,2,14,0.235124
1,2,0,4,11,2,14,0.235056
1,2,0,4,12,2,14,0.235079
1,2,0,4,12,2,14,0.235035
1,2,0,4,12,2,14,0.234985
1,2,0,4,12,2,14,0.234976
1,2,0,4,12,2,14,0.235015
1,2,0,4,13,2,14,0.235786
1,2,0,4,13,2,14,0.235574
1,2,0,4,13,2,14,0.235718
1,2,0,4,13,2,14,0.235737
1,2,0,4,13,2,14,0.235621
1,2,0,4,9999,3,14,0.374757
1,2,0,4,9999,3,14,0.374559
1,2,0,4,9999,3,14,0.37485
1,2,0,4,9999,3,14,0.372063
1,2,0,4,9999,3,14,0.37484
1,2,0,4,2,3,14,0.349329
1,2,0,4,2,3,14,0.349138
1,2,0,4,2,3,14,0.349077
1,2,0,4,2,3,14,0.349052
1,2,0,4,2,3,14,0.349061
1,2,0,4,3,3,14,0.308215
1,2,0,4,3,3,14,0.307735
1,2,0,4,3,3,14,0.307703
1,2,0,4,3,3,14,0.307549
1,2,0,4,3,3,14,0.307653
1,2,0,4,4,3,14,0.301476
1,2,0,4,4,3,14,0.301355
1,2,0,4,4,3,14,0.301273
1,2,0,4,4,3,14,0.301228
1,2,0,4,4,3,14,0.301154
1,2,0,4,5,3,14,0.309733
1,2,0,4,5,3,14,0.309441
1,2,0,4,5,3,14,0.309484
1,2,0,4,5,3,14,0.309471
1,2,0,4,5,3,14,0.309405
1,2,0,4,6,3,14,0.295599
1,2,0,4,6,3,14,0.295399
1,2,0,4,6,3,14,0.295527
1,2,0,4,6,3,14,0.295677
1,2,0,4,6,3,14,0.295243
1,2,0,4,7,3,14,0.318257
1,2,0,4,7,3,14,0.318113
1,2,0,4,7,3,14,0.318006
1,2,0,4,7,3,14,0.318121
1,2,0,4,7,3,14,0.317932
1,2,0,4,8,3,14,0.425181
1,2,0,4,8,3,14,0.425423
1,2,0,4,8,3,14,0.425595
1,2,0,4,8,3,14,0.426025
1,2,0,4,8,3,14,0.425779
1,2,0,4,9,3,14,0.380688
1,2,0,4,9,3,14,0.380477
1,2,0,4,9,3,14,0.380509
1,2,0,4,9,3,14,0.380343
1,2,0,4,9,3,14,0.380502
1,2,0,4,10,3,14,0.24015
1,2,0,4,10,3,14,0.239984
1,2,0,4,10,3,14,0.239981
1,2,0,4,10,3,14,0.240038
1,2,0,4,10,3,14,0.240105
1,2,0,4,11,3,14,0.240377
1,2,0,4,11,3,14,0.240292
1,2,0,4,11,3,14,0.240189
1,2,0,4,11,3,14,0.240167
1,2,0,4,11,3,14,0.240112
1,2,0,4,12,3,14,0.240185
1,2,0,4,12,3,14,0.240078
1,2,0,4,12,3,14,0.240156
1,2,0,4,12,3,14,0.240085
1,2,0,4,12,3,14,0.240095
1,2,0,4,13,3,14,0.240277
1,2,0,4,13,3,14,0.240214
1,2,0,4,13,3,14,0.240172
1,2,0,4,13,3,14,0.240126
1,2,0,4,13,3,14,0.239716
1,0,1,4,9999,2,14,1.444084
1,0,1,4,9999,2,14,1.444047
1,0,1,4,9999,2,14,1.443911
1,0,1,4,9999,2,14,1.444023
1,0,1,4,9999,2,14,1.444031
1,0,1,4,2,2,14,1.074827
1,0,1,4,2,2,14,1.074969
1,0,1,4,2,2,14,1.074983
1,0,1,4,2,2,14,1.074989
1,0,1,4,2,2,14,1.074885
1,0,1,4,3,2,14,0.947695
1,0,1,4,3,2,14,0.947618
1,0,1,4,3,2,14,0.947543
1,0,1,4,3,2,14,0.947639
1,0,1,4,3,2,14,0.947586
1,0,1,4,4,2,14,0.89403
1,0,1,4,4,2,14,0.893526
1,0,1,4,4,2,14,0.893569
1,0,1,4,4,2,14,0.89384
1,0,1,4,4,2,14,0.89403
1,0,1,4,5,2,14,1.551157
1,0,1,4,5,2,14,1.551023
1,0,1,4,5,2,14,1.550919
1,0,1,4,5,2,14,1.550994
1,0,1,4,5,2,14,1.550997
1,0,1,4,6,2,14,1.537498
1,0,1,4,6,2,14,1.536047
1,0,1,4,6,2,14,1.536146
1,0,1,4,6,2,14,1.536051
1,0,1,4,6,2,14,1.535895
1,0,1,4,7,2,14,1.617032
1,0,1,4,7,2,14,1.617219
1,0,1,4,7,2,14,1.617036
1,0,1,4,7,2,14,1.61659
1,0,1,4,7,2,14,1.616514
1,0,1,4,8,2,14,1.546478
1,0,1,4,8,2,14,1.546419
1,0,1,4,8,2,14,1.546421
1,0,1,4,8,2,14,1.546447
1,0,1,4,8,2,14,1.546343
1,0,1,4,9,2,14,1.524683
1,0,1,4,9,2,14,1.524554
1,0,1,4,9,2,14,1.524525
1,0,1,4,9,2,14,1.524673
1,0,1,4,9,2,14,1.524632
1,0,1,4,10,2,14,1.516211
1,0,1,4,10,2,14,1.516285
1,0,1,4,10,2,14,1.51626
1,0,1,4,10,2,14,1.516583
1,0,1,4,10,2,14,1.516221
1,0,1,4,11,2,14,1.567289
1,0,1,4,11,2,14,1.567409
1,0,1,4,11,2,14,1.566951
1,0,1,4,11,2,14,1.567282
1,0,1,4,11,2,14,1.567378
1,0,1,4,12,2,14,1.528219
1,0,1,4,12,2,14,1.52818
1,0,1,4,12,2,14,1.52826
1,0,1,4,12,2,14,1.528522
1,0,1,4,12,2,14,1.528151
1,0,1,4,13,2,14,1.234599
1,0,1,4,13,2,14,1.234394
1,0,1,4,13,2,14,1.234475
1,0,1,4,13,2,14,1.234522
1,0,1,4,13,2,14,1.234404
1,0,1,4,9999,3,14,2.108314
1,0,1,4,9999,3,14,2.108063
1,0,1,4,9999,3,14,2.108203
1,0,1,4,9999,3,14,2.108115
1,0,1,4,9999,3,14,2.108115
1,0,1,4,2,3,14,1.668368
1,0,1,4,2,3,14,1.668582
1,0,1,4,2,3,14,1.669304
1,0,1,4,2,3,14,1.668839
1,0,1,4,2,3,14,1.668527
1,0,1,4,3,3,14,1.497172
1,0,1,4,3,3,14,1.498619
1,0,1,4,3,3,14,1.494188
1,0,1,4,3,3,14,1.498425
1,0,1,4,3,3,14,1.49849
1,0,1,4,4,3,14,1.436012
1,0,1,4,4,3,14,1.435464
1,0,1,4,4,3,14,1.434859
1,0,1,4,4,3,14,1.434972
1,0,1,4,4,3,14,1.434571
1,0,1,4,5,3,14,1.41215
1,0,1,4,5,3,14,1.411979
1,0,1,4,5,3,14,1.41206
1,0,1,4,5,3,14,1.41205
1,0,1,4,5,3,14,1.411992
1,0,1,4,6,3,14,1.407711
1,0,1,4,6,3,14,1.407938
1,0,1,4,6,3,14,1.407591
1,0,1,4,6,3,14,1.407638
1,0,1,4,6,3,14,1.407529
1,0,1,4,7,3,14,1.776134
1,0,1,4,7,3,14,1.776143
1,0,1,4,7,3,14,1.776213
1,0,1,4,7,3,14,1.77611
1,0,1,4,7,3,14,1.776462
1,0,1,4,8,3,14,1.728472
1,0,1,4,8,3,14,1.728581
1,0,1,4,8,3,14,1.728432
1,0,1,4,8,3,14,1.728355
1,0,1,4,8,3,14,1.728248
1,0,1,4,9,3,14,1.678834
1,0,1,4,9,3,14,1.678663
1,0,1,4,9,3,14,1.678915
1,0,1,4,9,3,14,1.67847
1,0,1,4,9,3,14,1.678675
1,0,1,4,10,3,14,1.661695
1,0,1,4,10,3,14,1.660241
1,0,1,4,10,3,14,1.661337
1,0,1,4,10,3,14,1.661482
1,0,1,4,10,3,14,1.661375
1,0,1,4,11,3,14,1.707525
1,0,1,4,11,3,14,1.70734
1,0,1,4,11,3,14,1.707515
1,0,1,4,11,3,14,1.707451
1,0,1,4,11,3,14,1.707332
1,0,1,4,12,3,14,1.665461
1,0,1,4,12,3,14,1.666183
1,0,1,4,12,3,14,1.666353
1,0,1,4,12,3,14,1.666244
1,0,1,4,12,3,14,1.665239
1,0,1,4,13,3,14,1.436828
1,0,1,4,13,3,14,1.436842
1,0,1,4,13,3,14,1.436834
1,0,1,4,13,3,14,1.436702
1,0,1,4,13,3,14,1.436844
1,1,1,4,9999,2,14,0.413124
1,1,1,4,9999,2,14,0.412991
1,1,1,4,9999,2,14,0.412955
1,1,1,4,9999,2,14,0.412918
1,1,1,4,9999,2,14,0.412877
1,1,1,4,2,2,14,0.337459
1,1,1,4,2,2,14,0.337296
1,1,1,4,2,2,14,0.329671
1,1,1,4,2,2,14,0.337142
1,1,1,4,2,2,14,0.328972
1,1,1,4,3,2,14,0.314895
1,1,1,4,3,2,14,0.31485
1,1,1,4,3,2,14,0.314765
1,1,1,4,3,2,14,0.314708
1,1,1,4,3,2,14,0.314828
1,1,1,4,4,2,14,0.332023
1,1,1,4,4,2,14,0.331826
1,1,1,4,4,2,14,0.331871
1,1,1,4,4,2,14,0.327959
1,1,1,4,4,2,14,0.331791
1,1,1,4,5,2,14,0.418268
1,1,1,4,5,2,14,0.418059
1,1,1,4,5,2,14,0.417993
1,1,1,4,5,2,14,0.41812
1,1,1,4,5,2,14,0.418003
1,1,1,4,6,2,14,0.429884
1,1,1,4,6,2,14,0.429766
1,1,1,4,6,2,14,0.429519
1,1,1,4,6,2,14,0.42955
1,1,1,4,6,2,14,0.429475
1,1,1,4,7,2,14,0.435041
1,1,1,4,7,2,14,0.435155
1,1,1,4,7,2,14,0.435301
1,1,1,4,7,2,14,0.434923
1,1,1,4,7,2,14,0.434724
1,1,1,4,8,2,14,0.435224
1,1,1,4,8,2,14,0.438951
1,1,1,4,8,2,14,0.439313
1,1,1,4,8,2,14,0.438968
1,1,1,4,8,2,14,0.438982
1,1,1,4,9,2,14,0.536434
1,1,1,4,9,2,14,0.536084
1,1,1,4,9,2,14,0.536376
1,1,1,4,9,2,14,0.536266
1,1,1,4,9,2,14,0.535973
1,1,1,4,10,2,14,0.478664
1,1,1,4,10,2,14,0.478319
1,1,1,4,10,2,14,0.478655
1,1,1,4,10,2,14,0.478764
1,1,1,4,10,2,14,0.478687
1,1,1,4,11,2,14,0.315973
1,1,1,4,11,2,14,0.315871
1,1,1,4,11,2,14,0.315736
1,1,1,4,11,2,14,0.315929
1,1,1,4,11,2,14,0.315786
1,1,1,4,12,2,14,0.316952
1,1,1,4,12,2,14,0.316908
1,1,1,4,12,2,14,0.316855
1,1,1,4,12,2,14,0.316833
1,1,1,4,12,2,14,0.317047
1,1,1,4,13,2,14,0.317698
1,1,1,4,13,2,14,0.317614
1,1,1,4,13,2,14,0.317655
1,1,1,4,13,2,14,0.317611
1,1,1,4,13,2,14,0.317754
1,1,1,4,9999,3,14,0.669004
1,1,1,4,9999,3,14,0.669012
1,1,1,4,9999,3,14,0.668922
1,1,1,4,9999,3,14,0.66892
1,1,1,4,9999,3,14,0.669009
1,1,1,4,2,3,14,0.531916
1,1,1,4,2,3,14,0.531499
1,1,1,4,2,3,14,0.531518
1,1,1,4,2,3,14,0.531661
1,1,1,4,2,3,14,0.531249
1,1,1,4,3,3,14,0.421226
1,1,1,4,3,3,14,0.42108
1,1,1,4,3,3,14,0.421063
1,1,1,4,3,3,14,0.421014
1,1,1,4,3,3,14,0.420974
1,1,1,4,4,3,14,0.395288
1,1,1,4,4,3,14,0.395049
1,1,1,4,4,3,14,0.39535
1,1,1,4,4,3,14,0.393493
1,1,1,4,4,3,14,0.395098
1,1,1,4,5,3,14,0.395729
1,1,1,4,5,3,14,0.395549
1,1,1,4,5,3,14,0.39559
1,1,1,4,5,3,14,0.39545
1,1,1,4,5,3,14,0.395509
1,1,1,4,6,3,14,0.408918
1,1,1,4,6,3,14,0.409136
1,1,1,4,6,3,14,0.409407
1,1,1,4,6,3,14,0.409462
1,1,1,4,6,3,14,0.409348
1,1,1,4,7,3,14,0.456785
1,1,1,4,7,3,14,0.456878
1,1,1,4,7,3,14,0.456667
1,1,1,4,7,3,14,0.456705
1,1,1,4,7,3,14,0.456749
1,1,1,4,8,3,14,0.464836
1,1,1,4,8,3,14,0.464879
1,1,1,4,8,3,14,0.464856
1,1,1,4,8,3,14,0.464133
1,1,1,4,8,3,14,0.462619
1,1,1,4,9,3,14,0.563745
1,1,1,4,9,3,14,0.563316
1,1,1,4,9,3,14,0.563504
1,1,1,4,9,3,14,0.56357
1,1,1,4,9,3,14,0.563532
1,1,1,4,10,3,14,0.51835
1,1,1,4,10,3,14,0.518629
1,1,1,4,10,3,14,0.518543
1,1,1,4,10,3,14,0.518728
1,1,1,4,10,3,14,0.518773
1,1,1,4,11,3,14,0.385767
1,1,1,4,11,3,14,0.385873
1,1,1,4,11,3,14,0.385667
1,1,1,4,11,3,14,0.385736
1,1,1,4,11,3,14,0.385669
1,1,1,4,12,3,14,0.388848
1,1,1,4,12,3,14,0.388861
1,1,1,4,12,3,14,0.388618
1,1,1,4,12,3,14,0.388828
1,1,1,4,12,3,14,0.388687
1,1,1,4,13,3,14,0.388315
1,1,1,4,13,3,14,0.388212
1,1,1,4,13,3,14,0.388194
1,1,1,4,13,3,14,0.388243
1,1,1,4,13,3,14,0.388142
1,2,1,4,9999,2,15,0.261086
1,2,1,4,9999,2,15,0.26071
1,2,1,4,9999,2,15,0.260738
1,2,1,4,9999,2,15,0.260786
1,2,1,4,9999,2,15,0.260731
1,2,1,4,2,2,15,0.256991
1,2,1,4,2,2,15,0.257038
1,2,1,4,2,2,15,0.252984
1,2,1,4,2,2,15,0.256627
1,2,1,4,2,2,15,0.25666
1,2,1,4,3,2,15,0.254682
1,2,1,4,3,2,15,0.254565
1,2,1,4,3,2,15,0.254528
1,2,1,4,3,2,15,0.254438
1,2,1,4,3,2,15,0.254439
1,2,1,4,4,2,15,0.236954
1,2,1,4,4,2,15,0.236829
1,2,1,4,4,2,15,0.23692
1,2,1,4,4,2,15,0.236951
1,2,1,4,4,2,15,0.236753
1,2,1,4,5,2,15,0.255699
1,2,1,4,5,2,15,0.255449
1,2,1,4,5,2,15,0.255421
1,2,1,4,5,2,15,0.255523
1,2,1,4,5,2,15,0.255392
1,2,1,4,6,2,15,0.258091
1,2,1,4,6,2,15,0.254188
1,2,1,4,6,2,15,0.257824
1,2,1,4,6,2,15,0.257775
1,2,1,4,6,2,15,0.25792
1,2,1,4,7,2,15,0.279212
1,2,1,4,7,2,15,0.278941
1,2,1,4,7,2,15,0.279032
1,2,1,4,7,2,15,0.278927
1,2,1,4,7,2,15,0.278953
1,2,1,4,8,2,15,0.343329
1,2,1,4,8,2,15,0.332275
1,2,1,4,8,2,15,0.344147
1,2,1,4,8,2,15,0.344809
1,2,1,4,8,2,15,0.344864
1,2,1,4,9,2,15,0.35905
1,2,1,4,9,2,15,0.35886
1,2,1,4,9,2,15,0.358946
1,2,1,4,9,2,15,0.35892
1,2,1,4,9,2,15,0.358897
1,2,1,4,10,2,15,0.202369
1,2,1,4,10,2,15,0.20221
1,2,1,4,10,2,15,0.201992
1,2,1,4,10,2,15,0.202224
1,2,1,4,10,2,15,0.202176
1,2,1,4,11,2,15,0.203358
1,2,1,4,11,2,15,0.203321
1,2,1,4,11,2,15,0.203136
1,2,1,4,11,2,15,0.203198
1,2,1,4,11,2,15,0.203211
1,2,1,4,12,2,15,0.204129
1,2,1,4,12,2,15,0.204126
1,2,1,4,12,2,15,0.20399
1,2,1,4,12,2,15,0.204024
1,2,1,4,12,2,15,0.203985
1,2,1,4,13,2,15,0.204796
1,2,1,4,13,2,15,0.204737
1,2,1,4,13,2,15,0.204806
1,2,1,4,13,2,15,0.204846
1,2,1,4,13,2,15,0.204851
1,2,1,4,9999,3,15,0.344484
1,2,1,4,9999,3,15,0.34432
1,2,1,4,9999,3,15,0.344278
1,2,1,4,9999,3,15,0.344331
1,2,1,4,9999,3,15,0.344319
1,2,1,4,2,3,15,0.318851
1,2,1,4,2,3,15,0.318597
1,2,1,4,2,3,15,0.318439
1,2,1,4,2,3,15,0.318595
1,2,1,4,2,3,15,0.316094
1,2,1,4,3,3,15,0.280329
1,2,1,4,3,3,15,0.280161
1,2,1,4,3,3,15,0.280135
1,2,1,4,3,3,15,0.280241
1,2,1,4,3,3,15,0.280138
1,2,1,4,4,3,15,0.26952
1,2,1,4,4,3,15,0.268469
1,2,1,4,4,3,15,0.269397
1,2,1,4,4,3,15,0.269447
1,2,1,4,4,3,15,0.261928
1,2,1,4,5,3,15,0.266749
1,2,1,4,5,3,15,0.266532
1,2,1,4,5,3,15,0.266578
1,2,1,4,5,3,15,0.266548
1,2,1,4,5,3,15,0.266444
1,2,1,4,6,3,15,0.26304
1,2,1,4,6,3,15,0.262989
1,2,1,4,6,3,15,0.26337
1,2,1,4,6,3,15,0.263394
1,2,1,4,6,3,15,0.263387
1,2,1,4,7,3,15,0.282151
1,2,1,4,7,3,15,0.282156
1,2,1,4,7,3,15,0.282183
1,2,1,4,7,3,15,0.282413
1,2,1,4,7,3,15,0.282226
1,2,1,4,8,3,15,0.350667
1,2,1,4,8,3,15,0.350499
1,2,1,4,8,3,15,0.350317
1,2,1,4,8,3,15,0.350405
1,2,1,4,8,3,15,0.350344
1,2,1,4,9,3,15,0.363379
1,2,1,4,9,3,15,0.363184
1,2,1,4,9,3,15,0.363134
1,2,1,4,9,3,15,0.363179
1,2,1,4,9,3,15,0.363261
1,2,1,4,10,3,15,0.20669
1,2,1,4,10,3,15,0.206551
1,2,1,4,10,3,15,0.206531
1,2,1,4,10,3,15,0.206578
1,2,1,4,10,3,15,0.206551
1,2,1,4,11,3,15,0.207245
1,2,1,4,11,3,15,0.207081
1,2,1,4,11,3,15,0.207093
1,2,1,4,11,3,15,0.20712
1,2,1,4,11,3,15,0.207022
1,2,1,4,12,3,15,0.20905
1,2,1,4,12,3,15,0.208774
1,2,1,4,12,3,15,0.208824
1,2,1,4,12,3,15,0.208768
1,2,1,4,12,3,15,0.208819
1,2,1,4,13,3,15,0.208576
1,2,1,4,13,3,15,0.208402
1,2,1,4,13,3,15,0.208476
1,2,1,4,13,3,15,0.208438
1,2,1,4,13,3,15,0.208468
1,0,0,5,9999,2,16,1.520733
1,0,0,5,9999,2,16,1.520569
1,0,0,5,9999,2,16,1.520683
1,0,0,5,9999,2,16,1.520597
1,0,0,5,9999,2,16,1.520617
1,0,0,5,2,2,16,1.519982
1,0,0,5,2,2,16,1.520624
1,0,0,5,2,2,16,1.520666
1,0,0,5,2,2,16,1.520518
1,0,0,5,2,2,16,1.52108
1,0,0,5,3,2,16,1.518533
1,0,0,5,3,2,16,1.518283
1,0,0,5,3,2,16,1.518463
1,0,0,5,3,2,16,1.518286
1,0,0,5,3,2,16,1.518417
1,0,0,5,4,2,16,1.519269
1,0,0,5,4,2,16,1.518942
1,0,0,5,4,2,16,1.519039
1,0,0,5,4,2,16,1.519028
1,0,0,5,4,2,16,1.519079
1,0,0,5,5,2,16,1.521116
1,0,0,5,5,2,16,1.520973
1,0,0,5,5,2,16,1.520965
1,0,0,5,5,2,16,1.520992
1,0,0,5,5,2,16,1.520991
1,0,0,5,6,2,16,1.521954
1,0,0,5,6,2,16,1.521676
1,0,0,5,6,2,16,1.520665
1,0,0,5,6,2,16,1.521759
1,0,0,5,6,2,16,1.521295
1,0,0,5,7,2,16,1.570728
1,0,0,5,7,2,16,1.570696
1,0,0,5,7,2,16,1.570688
1,0,0,5,7,2,16,1.570672
1,0,0,5,7,2,16,1.570692
1,0,0,5,8,2,16,1.559983
1,0,0,5,8,2,16,1.556814
1,0,0,5,8,2,16,1.559473
