machineid,datasetid,queryid,compilerid,layoutid,implementationid,timeid,runtime
0,1,0,3,12,2,3,0.342796
0,1,0,3,13,2,3,0.347448
0,1,0,3,13,2,3,0.349588
0,1,0,3,13,2,3,0.346831
0,1,0,3,13,2,3,0.34695
0,1,0,3,13,2,3,0.346527
0,1,0,3,9999,3,3,0.586721
0,1,0,3,9999,3,3,0.586869
0,1,0,3,9999,3,3,0.586702
0,1,0,3,9999,3,3,0.586665
0,1,0,3,9999,3,3,0.588751
0,1,0,3,2,3,3,0.513998
0,1,0,3,2,3,3,0.516048
0,1,0,3,2,3,3,0.513829
0,1,0,3,2,3,3,0.513988
0,1,0,3,2,3,3,0.513836
0,1,0,3,3,3,3,0.442595
0,1,0,3,3,3,3,0.442966
0,1,0,3,3,3,3,0.442709
0,1,0,3,3,3,3,0.442821
0,1,0,3,3,3,3,0.443384
0,1,0,3,4,3,3,0.412883
0,1,0,3,4,3,3,0.412886
0,1,0,3,4,3,3,0.413014
0,1,0,3,4,3,3,0.412752
0,1,0,3,4,3,3,0.415114
0,1,0,3,5,3,3,0.428789
0,1,0,3,5,3,3,0.428667
0,1,0,3,5,3,3,0.431026
0,1,0,3,5,3,3,0.428569
0,1,0,3,5,3,3,0.42869
0,1,0,3,6,3,3,0.436783
0,1,0,3,6,3,3,0.436191
0,1,0,3,6,3,3,0.436193
0,1,0,3,6,3,3,0.436258
0,1,0,3,6,3,3,0.436366
0,1,0,3,7,3,3,0.435831
0,1,0,3,7,3,3,0.436017
0,1,0,3,7,3,3,0.436159
0,1,0,3,7,3,3,0.436287
0,1,0,3,7,3,3,0.436013
0,1,0,3,8,3,3,0.422933
0,1,0,3,8,3,3,0.422851
0,1,0,3,8,3,3,0.422549
0,1,0,3,8,3,3,0.425153
0,1,0,3,8,3,3,0.422738
0,1,0,3,9,3,3,0.58669
0,1,0,3,9,3,3,0.584453
0,1,0,3,9,3,3,0.584536
0,1,0,3,9,3,3,0.58419
0,1,0,3,9,3,3,0.58442
0,1,0,3,10,3,3,0.519765
0,1,0,3,10,3,3,0.519589
0,1,0,3,10,3,3,0.519616
0,1,0,3,10,3,3,0.519616
0,1,0,3,10,3,3,0.521916
0,1,0,3,11,3,3,0.34308
0,1,0,3,11,3,3,0.342445
0,1,0,3,11,3,3,0.345787
0,1,0,3,11,3,3,0.348959
0,1,0,3,11,3,3,0.346493
0,1,0,3,12,3,3,0.35665
0,1,0,3,12,3,3,0.353993
0,1,0,3,12,3,3,0.354003
0,1,0,3,12,3,3,0.354273
0,1,0,3,12,3,3,0.354141
0,1,0,3,13,3,3,0.342834
0,1,0,3,13,3,3,0.342955
0,1,0,3,13,3,3,0.342813
0,1,0,3,13,3,3,0.342904
0,1,0,3,13,3,3,0.342917
0,2,0,3,9999,2,3,0.295733
0,2,0,3,9999,2,3,0.295713
0,2,0,3,9999,2,3,0.297654
0,2,0,3,9999,2,3,0.29554
0,2,0,3,9999,2,3,0.295498
0,2,0,3,2,2,3,0.319805
0,2,0,3,2,2,3,0.31969
0,2,0,3,2,2,3,0.321345
0,2,0,3,2,2,3,0.319588
0,2,0,3,2,2,3,0.319045
0,2,0,3,3,2,3,0.293876
0,2,0,3,3,2,3,0.29669
0,2,0,3,3,2,3,0.293914
0,2,0,3,3,2,3,0.29409
0,2,0,3,3,2,3,0.294376
0,2,0,3,4,2,3,0.300891
0,2,0,3,4,2,3,0.30319
0,2,0,3,4,2,3,0.300779
0,2,0,3,4,2,3,0.300771
0,2,0,3,4,2,3,0.300867
0,2,0,3,5,2,3,0.309643
0,2,0,3,5,2,3,0.311897
0,2,0,3,5,2,3,0.309585
0,2,0,3,5,2,3,0.309882
0,2,0,3,5,2,3,0.309695
0,2,0,3,6,2,3,0.308374
0,2,0,3,6,2,3,0.310424
0,2,0,3,6,2,3,0.308301
0,2,0,3,6,2,3,0.308198
0,2,0,3,6,2,3,0.308283
0,2,0,3,7,2,3,0.317311
0,2,0,3,7,2,3,0.319504
0,2,0,3,7,2,3,0.317413
0,2,0,3,7,2,3,0.316982
0,2,0,3,7,2,3,0.31739
0,2,0,3,8,2,3,0.42757
0,2,0,3,8,2,3,0.425249
0,2,0,3,8,2,3,0.42517
0,2,0,3,8,2,3,0.425398
0,2,0,3,8,2,3,0.425252
0,2,0,3,9,2,3,0.39741
0,2,0,3,9,2,3,0.397435
0,2,0,3,9,2,3,0.39739
0,2,0,3,9,2,3,0.397327
0,2,0,3,9,2,3,0.397559
0,2,0,3,10,2,3,0.228487
0,2,0,3,10,2,3,0.228302
0,2,0,3,10,2,3,0.228254
0,2,0,3,10,2,3,0.228404
0,2,0,3,10,2,3,0.228337
0,2,0,3,11,2,3,0.24175
0,2,0,3,11,2,3,0.24179
0,2,0,3,11,2,3,0.241421
0,2,0,3,11,2,3,0.241258
0,2,0,3,11,2,3,0.241698
0,2,0,3,12,2,3,0.248172
0,2,0,3,12,2,3,0.248144
0,2,0,3,12,2,3,0.248133
0,2,0,3,12,2,3,0.248181
0,2,0,3,12,2,3,0.248062
0,2,0,3,13,2,3,0.248097
0,2,0,3,13,2,3,0.247906
0,2,0,3,13,2,3,0.248074
0,2,0,3,13,2,3,0.247981
0,2,0,3,13,2,3,0.247979
0,2,0,3,9999,3,3,0.357362
0,2,0,3,9999,3,3,0.35407
0,2,0,3,9999,3,3,0.354762
0,2,0,3,9999,3,3,0.354166
0,2,0,3,9999,3,3,0.354085
0,2,0,3,2,3,3,0.343494
0,2,0,3,2,3,3,0.343347
0,2,0,3,2,3,3,0.34353
0,2,0,3,2,3,3,0.343493
0,2,0,3,2,3,3,0.34328
0,2,0,3,3,3,3,0.314387
0,2,0,3,3,3,3,0.314356
0,2,0,3,3,3,3,0.314372
0,2,0,3,3,3,3,0.314334
0,2,0,3,3,3,3,0.314274
0,2,0,3,4,3,3,0.30773
0,2,0,3,4,3,3,0.307231
0,2,0,3,4,3,3,0.307468
0,2,0,3,4,3,3,0.307295
0,2,0,3,4,3,3,0.307578
0,2,0,3,5,3,3,0.313758
0,2,0,3,5,3,3,0.313962
0,2,0,3,5,3,3,0.313352
0,2,0,3,5,3,3,0.313485
0,2,0,3,5,3,3,0.312019
0,2,0,3,6,3,3,0.315447
0,2,0,3,6,3,3,0.315091
0,2,0,3,6,3,3,0.315202
0,2,0,3,6,3,3,0.315232
0,2,0,3,6,3,3,0.315195
0,2,0,3,7,3,3,0.319913
0,2,0,3,7,3,3,0.319838
0,2,0,3,7,3,3,0.319748
0,2,0,3,7,3,3,0.319725
0,2,0,3,7,3,3,0.319684
0,2,0,3,8,3,3,0.43467
0,2,0,3,8,3,3,0.434266
0,2,0,3,8,3,3,0.434375
0,2,0,3,8,3,3,0.434267
0,2,0,3,8,3,3,0.434336
0,2,0,3,9,3,3,0.392416
0,2,0,3,9,3,3,0.391762
0,2,0,3,9,3,3,0.391919
0,2,0,3,9,3,3,0.39189
0,2,0,3,9,3,3,0.392097
0,2,0,3,10,3,3,0.231325
0,2,0,3,10,3,3,0.231197
0,2,0,3,10,3,3,0.231088
0,2,0,3,10,3,3,0.231178
0,2,0,3,10,3,3,0.231179
0,2,0,3,11,3,3,0.252124
0,2,0,3,11,3,3,0.252127
0,2,0,3,11,3,3,0.252005
0,2,0,3,11,3,3,0.251914
0,2,0,3,11,3,3,0.252173
0,2,0,3,12,3,3,0.253022
0,2,0,3,12,3,3,0.252987
0,2,0,3,12,3,3,0.253145
0,2,0,3,12,3,3,0.253003
0,2,0,3,12,3,3,0.253136
0,2,0,3,13,3,3,0.242683
0,2,0,3,13,3,3,0.242561
0,2,0,3,13,3,3,0.242494
0,2,0,3,13,3,3,0.242511
0,2,0,3,13,3,3,0.242721
0,0,1,3,9999,2,3,1.123187
0,0,1,3,9999,2,3,1.121275
0,0,1,3,9999,2,3,1.122615
0,0,1,3,9999,2,3,1.121671
0,0,1,3,9999,2,3,1.121515
0,0,1,3,2,2,3,1.063462
0,0,1,3,2,2,3,1.06299
0,0,1,3,2,2,3,1.065607
0,0,1,3,2,2,3,1.063705
0,0,1,3,2,2,3,1.0636
0,0,1,3,3,2,3,0.988914
0,0,1,3,3,2,3,0.98997
0,0,1,3,3,2,3,0.989555
0,0,1,3,3,2,3,0.990965
0,0,1,3,3,2,3,0.987869
0,0,1,3,4,2,3,1.176706
0,0,1,3,4,2,3,1.174474
0,0,1,3,4,2,3,1.174406
0,0,1,3,4,2,3,1.176605
0,0,1,3,4,2,3,1.174484
0,0,1,3,5,2,3,1.17876
0,0,1,3,5,2,3,1.1762
0,0,1,3,5,2,3,1.176182
0,0,1,3,5,2,3,1.178419
0,0,1,3,5,2,3,1.17519
0,0,1,3,6,2,3,1.367121
0,0,1,3,6,2,3,1.364809
0,0,1,3,6,2,3,1.364934
0,0,1,3,6,2,3,1.366959
0,0,1,3,6,2,3,1.364531
0,0,1,3,7,2,3,1.260278
0,0,1,3,7,2,3,1.260974
0,0,1,3,7,2,3,1.263273
0,0,1,3,7,2,3,1.260444
0,0,1,3,7,2,3,1.260224
0,0,1,3,8,2,3,1.196828
0,0,1,3,8,2,3,1.198131
0,0,1,3,8,2,3,1.198926
0,0,1,3,8,2,3,1.196611
0,0,1,3,8,2,3,1.196886
0,0,1,3,9,2,3,1.179233
0,0,1,3,9,2,3,1.179967
0,0,1,3,9,2,3,1.181547
0,0,1,3,9,2,3,1.178584
0,0,1,3,9,2,3,1.178032
0,0,1,3,10,2,3,1.171748
0,0,1,3,10,2,3,1.171456
0,0,1,3,10,2,3,1.173644
0,0,1,3,10,2,3,1.171821
0,0,1,3,10,2,3,1.171554
0,0,1,3,11,2,3,1.269811
0,0,1,3,11,2,3,1.269697
0,0,1,3,11,2,3,1.269633
0,0,1,3,11,2,3,1.271734
0,0,1,3,11,2,3,1.269583
0,0,1,3,12,2,3,1.235705
0,0,1,3,12,2,3,1.235407
0,0,1,3,12,2,3,1.235678
0,0,1,3,12,2,3,1.238234
0,0,1,3,12,2,3,1.235622
0,0,1,3,13,2,3,0.973696
0,0,1,3,13,2,3,0.974431
0,0,1,3,13,2,3,0.973085
0,0,1,3,13,2,3,0.975744
0,0,1,3,13,2,3,0.97361
0,0,1,3,9999,3,3,2.301063
0,0,1,3,9999,3,3,2.30325
0,0,1,3,9999,3,3,2.303226
0,0,1,3,9999,3,3,2.30101
0,0,1,3,9999,3,3,2.303636
0,0,1,3,2,3,3,1.974325
0,0,1,3,2,3,3,1.976728
0,0,1,3,2,3,3,1.9748
0,0,1,3,2,3,3,1.976529
0,0,1,3,2,3,3,1.975044
0,0,1,3,3,3,3,1.816794
0,0,1,3,3,3,3,1.819352
0,0,1,3,3,3,3,1.81495
0,0,1,3,3,3,3,1.817825
0,0,1,3,3,3,3,1.815433
0,0,1,3,4,3,3,1.77059
0,0,1,3,4,3,3,1.772844
0,0,1,3,4,3,3,1.770582
0,0,1,3,4,3,3,1.770984
0,0,1,3,4,3,3,1.772096
0,0,1,3,5,3,3,1.774716
0,0,1,3,5,3,3,1.772867
0,0,1,3,5,3,3,1.775157
0,0,1,3,5,3,3,1.772052
0,0,1,3,5,3,3,1.775462
0,0,1,3,6,3,3,1.744009
0,0,1,3,6,3,3,1.727892
0,0,1,3,6,3,3,1.729818
0,0,1,3,6,3,3,1.726491
0,0,1,3,6,3,3,1.726587
0,0,1,3,7,3,3,1.913614
0,0,1,3,7,3,3,1.91224
0,0,1,3,7,3,3,1.913808
0,0,1,3,7,3,3,1.910551
0,0,1,3,7,3,3,1.911761
0,0,1,3,8,3,3,1.844312
0,0,1,3,8,3,3,1.842559
0,0,1,3,8,3,3,1.845768
0,0,1,3,8,3,3,1.840546
0,0,1,3,8,3,3,1.842971
0,0,1,3,9,3,3,1.816054
0,0,1,3,9,3,3,1.814605
0,0,1,3,9,3,3,1.81617
0,0,1,3,9,3,3,1.814235
0,0,1,3,9,3,3,1.814029
0,0,1,3,10,3,3,1.81109
0,0,1,3,10,3,3,1.809348
0,0,1,3,10,3,3,1.80902
0,0,1,3,10,3,3,1.810755
0,0,1,3,10,3,3,1.808976
0,0,1,3,11,3,3,1.906625
0,0,1,3,11,3,3,1.905391
0,0,1,3,11,3,3,1.907709
0,0,1,3,11,3,3,1.905376
0,0,1,3,11,3,3,1.905435
0,0,1,3,12,3,3,1.854069
0,0,1,3,12,3,3,1.85123
0,0,1,3,12,3,3,1.853326
0,0,1,3,12,3,3,1.851452
0,0,1,3,12,3,3,1.851062
0,0,1,3,13,3,3,1.743925
0,0,1,3,13,3,3,1.741922
0,0,1,3,13,3,3,1.741694
0,0,1,3,13,3,3,1.743994
0,0,1,3,13,3,3,1.741751
0,1,1,3,9999,2,3,0.377488
0,1,1,3,9999,2,3,0.377507
0,1,1,3,9999,2,3,0.377453
0,1,1,3,9999,2,3,0.377543
0,1,1,3,9999,2,3,0.377527
0,1,1,3,2,2,3,0.411726
0,1,1,3,2,2,3,0.411505
0,1,1,3,2,2,3,0.411329
0,1,1,3,2,2,3,0.411538
0,1,1,3,2,2,3,0.414135
0,1,1,3,3,2,3,0.357618
0,1,1,3,3,2,3,0.36004
0,1,1,3,3,2,3,0.357087
0,1,1,3,3,2,3,0.357253
0,1,1,3,3,2,3,0.357653
0,1,1,3,4,2,3,0.351017
0,1,1,3,4,2,3,0.351116
0,1,1,3,4,2,3,0.351022
0,1,1,3,4,2,3,0.351082
0,1,1,3,4,2,3,0.350933
0,1,1,3,5,2,3,0.376371
0,1,1,3,5,2,3,0.376086
0,1,1,3,5,2,3,0.376153
0,1,1,3,5,2,3,0.376324
0,1,1,3,5,2,3,0.376151
0,1,1,3,6,2,3,0.391216
0,1,1,3,6,2,3,0.390925
0,1,1,3,6,2,3,0.390834
0,1,1,3,6,2,3,0.390991
0,1,1,3,6,2,3,0.39093
0,1,1,3,7,2,3,0.377065
0,1,1,3,7,2,3,0.376901
0,1,1,3,7,2,3,0.376545
0,1,1,3,7,2,3,0.378655
0,1,1,3,7,2,3,0.375714
0,1,1,3,8,2,3,0.400035
0,1,1,3,8,2,3,0.396794
0,1,1,3,8,2,3,0.396863
0,1,1,3,8,2,3,0.397069
0,1,1,3,8,2,3,0.396882
0,1,1,3,9,2,3,0.54509
0,1,1,3,9,2,3,0.544945
0,1,1,3,9,2,3,0.545033
0,1,1,3,9,2,3,0.544851
0,1,1,3,9,2,3,0.544974
0,1,1,3,10,2,3,0.4833
0,1,1,3,10,2,3,0.483238
0,1,1,3,10,2,3,0.483146
0,1,1,3,10,2,3,0.485147
0,1,1,3,10,2,3,0.483071
0,1,1,3,11,2,3,0.274482
0,1,1,3,11,2,3,0.276335
0,1,1,3,11,2,3,0.274057
0,1,1,3,11,2,3,0.273851
0,1,1,3,11,2,3,0.274073
0,1,1,3,12,2,3,0.29603
0,1,1,3,12,2,3,0.293618
0,1,1,3,12,2,3,0.29384
0,1,1,3,12,2,3,0.293816
0,1,1,3,12,2,3,0.293832
0,1,1,3,13,2,3,0.293606
0,1,1,3,13,2,3,0.293717
0,1,1,3,13,2,3,0.293864
0,1,1,3,13,2,3,0.293583
0,1,1,3,13,2,3,0.29358
0,1,1,3,9999,3,3,0.635653
0,1,1,3,9999,3,3,0.635836
0,1,1,3,9999,3,3,0.635549
0,1,1,3,9999,3,3,0.637964
0,1,1,3,9999,3,3,0.636203
0,1,1,3,2,3,3,0.588071
0,1,1,3,2,3,3,0.588059
0,1,1,3,2,3,3,0.587779
0,1,1,3,2,3,3,0.58782
0,1,1,3,2,3,3,0.587953
0,1,1,3,3,3,3,0.538656
0,1,1,3,3,3,3,0.538592
0,1,1,3,3,3,3,0.538449
0,1,1,3,3,3,3,0.540686
0,1,1,3,3,3,3,0.539047
0,1,1,3,4,3,3,0.538784
0,1,1,3,4,3,3,0.535544
0,1,1,3,4,3,3,0.535623
0,1,1,3,4,3,3,0.535604
0,1,1,3,4,3,3,0.535555
0,1,1,3,5,3,3,0.545169
0,1,1,3,5,3,3,0.545668
0,1,1,3,5,3,3,0.545328
0,1,1,3,5,3,3,0.545609
0,1,1,3,5,3,3,0.547895
0,1,1,3,6,3,3,0.553134
0,1,1,3,6,3,3,0.555138
0,1,1,3,6,3,3,0.552017
0,1,1,3,6,3,3,0.552327
0,1,1,3,6,3,3,0.552345
0,1,1,3,7,3,3,0.577348
0,1,1,3,7,3,3,0.577368
0,1,1,3,7,3,3,0.578673
0,1,1,3,7,3,3,0.578385
0,1,1,3,7,3,3,0.577223
0,1,1,3,8,3,3,0.568257
0,1,1,3,8,3,3,0.568594
0,1,1,3,8,3,3,0.570975
0,1,1,3,8,3,3,0.567747
0,1,1,3,8,3,3,0.568099
0,1,1,3,9,3,3,0.684815
0,1,1,3,9,3,3,0.686002
0,1,1,3,9,3,3,0.686137
0,1,1,3,9,3,3,0.685838
0,1,1,3,9,3,3,0.686378
0,1,1,3,10,3,3,0.624802
0,1,1,3,10,3,3,0.626635
0,1,1,3,10,3,3,0.623429
0,1,1,3,10,3,3,0.623556
0,1,1,3,10,3,3,0.623518
0,1,1,3,11,3,3,0.490809
0,1,1,3,11,3,3,0.490762
0,1,1,3,11,3,3,0.49084
0,1,1,3,11,3,3,0.49078
0,1,1,3,11,3,3,0.49072
0,1,1,3,12,3,3,0.512931
0,1,1,3,12,3,3,0.513041
0,1,1,3,12,3,3,0.512911
0,1,1,3,12,3,3,0.514943
0,1,1,3,12,3,3,0.512912
0,1,1,3,13,3,3,0.516157
0,1,1,3,13,3,3,0.514541
0,1,1,3,13,3,3,0.513934
0,1,1,3,13,3,3,0.514013
0,1,1,3,13,3,3,0.514563
0,2,1,3,9999,2,3,0.287514
0,2,1,3,9999,2,3,0.285045
0,2,1,3,9999,2,3,0.284517
0,2,1,3,9999,2,3,0.285171
0,2,1,3,9999,2,3,0.284998
0,2,1,3,2,2,3,0.295846
0,2,1,3,2,2,3,0.297456
0,2,1,3,2,2,3,0.295052
0,2,1,3,2,2,3,0.295043
0,2,1,3,2,2,3,0.295173
0,2,1,3,3,2,3,0.286794
0,2,1,3,3,2,3,0.28869
0,2,1,3,3,2,3,0.286264
0,2,1,3,3,2,3,0.286332
0,2,1,3,3,2,3,0.28638
0,2,1,3,4,2,3,0.282133
0,2,1,3,4,2,3,0.283881
0,2,1,3,4,2,3,0.281518
0,2,1,3,4,2,3,0.281532
0,2,1,3,4,2,3,0.28149
0,2,1,3,5,2,3,0.277149
0,2,1,3,5,2,3,0.279412
0,2,1,3,5,2,3,0.27712
0,2,1,3,5,2,3,0.276554
0,2,1,3,5,2,3,0.276638
0,2,1,3,6,2,3,0.285488
0,2,1,3,6,2,3,0.287827
0,2,1,3,6,2,3,0.285013
0,2,1,3,6,2,3,0.284975
0,2,1,3,6,2,3,0.284955
0,2,1,3,7,2,3,0.299166
0,2,1,3,7,2,3,0.299036
0,2,1,3,7,2,3,0.301061
0,2,1,3,7,2,3,0.298781
0,2,1,3,7,2,3,0.298905
0,2,1,3,8,2,3,0.376272
0,2,1,3,8,2,3,0.378128
0,2,1,3,8,2,3,0.375762
0,2,1,3,8,2,3,0.375619
0,2,1,3,8,2,3,0.375846
0,2,1,3,9,2,3,0.359044
0,2,1,3,9,2,3,0.356307
0,2,1,3,9,2,3,0.356842
0,2,1,3,9,2,3,0.357472
0,2,1,3,9,2,3,0.356631
0,2,1,3,10,2,3,0.207203
0,2,1,3,10,2,3,0.207081
0,2,1,3,10,2,3,0.207188
0,2,1,3,10,2,3,0.207217
0,2,1,3,10,2,3,0.207137
0,2,1,3,11,2,3,0.228413
0,2,1,3,11,2,3,0.230663
0,2,1,3,11,2,3,0.228352
0,2,1,3,11,2,3,0.228309
0,2,1,3,11,2,3,0.228401
0,2,1,3,12,2,3,0.228818
0,2,1,3,12,2,3,0.228753
0,2,1,3,12,2,3,0.230993
0,2,1,3,12,2,3,0.228683
0,2,1,3,12,2,3,0.228683
0,2,1,3,13,2,3,0.224127
0,2,1,3,13,2,3,0.22456
0,2,1,3,13,2,3,0.224161
0,2,1,3,13,2,3,0.224361
0,2,1,3,13,2,3,0.226093
0,2,1,3,9999,3,3,0.386189
0,2,1,3,9999,3,3,0.386148
0,2,1,3,9999,3,3,0.386085
