"Machine";"Table schema";"Query";"Compiler";"Opt. level";"Layout name";"Chunk size [tuples]";"Chunk size provided at";"Chunk sizes considered";"ConfIntLow";"ConfIntHigh";"run1";"run2";"run3";"run4";"run5";"Best solution"
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX0";"1";"Runtime";"Powers of 2";5.71535419765995;5.71687140234005;5.716275;5.71594;5.716143;5.716068;5.716138;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX1";"2";"Runtime";"Powers of 2";6.2863260245855;7.51428837541451;6.881536;6.867627;6.777024;7.047828;6.927521;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX2";"4";"Runtime";"Powers of 2";4.4001728292999;4.4029719707001;4.401632;4.401407;4.401575;4.401913;4.401335;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX3";"8";"Runtime";"Powers of 2";4.00497460135373;4.00601779864627;4.005549;4.005598;4.005418;4.005403;4.005513;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX4";"16";"Runtime";"Powers of 2";3.79656551814574;3.79874688185426;3.797654;3.797457;3.7976;3.797631;3.797939;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX5";"32";"Runtime";"Powers of 2";3.71693325732218;3.71790994267782;3.717456;3.717515;3.717449;3.717376;3.717312;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX6";"64";"Runtime";"Powers of 2";3.71602202718131;3.71814357281869;3.717346;3.717115;3.716901;3.717085;3.716967;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX7";"128";"Runtime";"Powers of 2";3.71822722332066;3.71930437667934;3.718846;3.718703;3.718861;3.718663;3.718756;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX8";"256";"Runtime";"Powers of 2";3.7174937651595;3.7185210348405;3.718049;3.717933;3.718133;3.717957;3.717965;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX9";"512";"Runtime";"Powers of 2";3.71644283040308;3.71854516959692;3.717728;3.717348;3.717518;3.717312;3.717564;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX10";"1024";"Runtime";"Powers of 2";3.71847322558427;3.72108437441573;3.719812;3.719607;3.719742;3.720121;3.719612;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX11";"2048";"Runtime";"Powers of 2";3.71508903662739;3.71942736337261;3.717397;3.717792;3.716903;3.717038;3.717161;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX12";"4096";"Runtime";"Powers of 2";3.62107311842993;3.62323968157007;3.622218;3.622065;3.622425;3.62197;3.622104;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX0";"1";"Compile time";"Powers of 2";3.39477221693773;3.39747858306227;3.396398;3.396315;3.396004;3.395896;3.396014;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX1";"2";"Compile time";"Powers of 2";3.24217632478343;3.24416687521657;3.243107;3.243002;3.24314;3.243434;3.243175;t
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX2";"4";"Compile time";"Powers of 2";3.71629203275614;3.71800076724386;3.716943;3.717167;3.717294;3.71724;3.717088;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX3";"8";"Compile time";"Powers of 2";3.53411078721789;3.55998041278211;3.550558;3.545653;3.545552;3.547307;3.546158;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX4";"16";"Compile time";"Powers of 2";3.46956189046931;3.47382330953069;3.472002;3.47205;3.471684;3.471239;3.471488;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX5";"32";"Compile time";"Powers of 2";3.43274185821082;3.43484014178918;3.433582;3.433803;3.434046;3.433719;3.433805;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX6";"64";"Compile time";"Powers of 2";3.4115392869325;3.41293751306751;3.412282;3.412079;3.412165;3.412325;3.412341;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX7";"128";"Compile time";"Powers of 2";3.4602544164824;3.4606863835176;3.460472;3.46052;3.460422;3.460465;3.460473;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX8";"256";"Compile time";"Powers of 2";3.47617889022011;3.47849350977989;3.47752;3.477179;3.477555;3.477178;3.477249;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX9";"512";"Compile time";"Powers of 2";3.44687916820085;3.47663563179915;3.461387;3.465985;3.460519;3.460435;3.460461;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX10";"1024";"Compile time";"Powers of 2";3.50066062252162;3.50235817747838;3.501641;3.501434;3.50142;3.501379;3.501673;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX11";"2048";"Compile time";"Powers of 2";3.45353303025255;3.45461656974744;3.454196;3.453997;3.454081;3.453985;3.454115;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"columnX12";"4096";"Compile time";"Powers of 2";3.41852860855316;3.41924019144684;3.418918;3.418797;3.418897;3.418946;3.418864;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"column";"n/a";"n/a";"n/a";3.38207735592057;3.38489224407943;3.383275;3.383311;3.383384;3.383683;3.383771;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O1";"row";"n/a";"n/a";"n/a";3.39457148459109;3.39796811540891;3.396162;3.396198;3.395997;3.396266;3.396726;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX0";"1";"Runtime";"Powers of 2";6.11847611399284;6.12089388600716;6.119874;6.1197;6.119426;6.119559;6.119866;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX1";"2";"Runtime";"Powers of 2";6.87386618429619;7.71241261570381;7.277859;7.36397;7.331099;7.186468;7.306301;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX2";"4";"Runtime";"Powers of 2";4.14334450153151;4.15260349846849;4.148133;4.14723;4.147189;4.148872;4.148446;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX3";"8";"Runtime";"Powers of 2";3.87189188689129;3.88320051310871;3.876553;3.876601;3.878109;3.87853;3.877938;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX4";"16";"Runtime";"Powers of 2";3.73509785024955;3.74019574975045;3.738266;3.737673;3.737314;3.737235;3.737746;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX5";"32";"Runtime";"Powers of 2";3.71651171608664;3.71748628391336;3.716979;3.716916;3.717045;3.716945;3.71711;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX6";"64";"Runtime";"Powers of 2";3.64905150014002;3.65522449985998;3.651991;3.65144;3.652116;3.652344;3.652799;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX7";"128";"Runtime";"Powers of 2";3.71776514530238;3.71844085469762;3.718114;3.718039;3.718135;3.718057;3.71817;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX8";"256";"Runtime";"Powers of 2";3.71646433002847;3.71924726997153;3.718232;3.71773;3.717727;3.717894;3.717696;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX9";"512";"Runtime";"Powers of 2";3.71653038689828;3.71806881310172;3.717485;3.717315;3.717198;3.717326;3.717174;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX10";"1024";"Runtime";"Powers of 2";3.71829267526857;3.72039012473143;3.719256;3.719354;3.71963;3.719226;3.719241;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX11";"2048";"Runtime";"Powers of 2";3.69400025990506;3.74464094009494;3.726612;3.717273;3.717491;3.717646;3.717581;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX12";"4096";"Runtime";"Powers of 2";3.620679951345;3.623394448655;3.622101;3.62186;3.621898;3.622392;3.621935;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX0";"1";"Compile time";"Powers of 2";3.39190379620696;3.39963700379304;3.396195;3.39607;3.396124;3.394695;3.395768;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX1";"2";"Compile time";"Powers of 2";3.442938619393;3.445496980607;3.444253;3.444119;3.444563;3.444078;3.444076;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX2";"4";"Compile time";"Powers of 2";3.71632215404166;3.71885104595834;3.717904;3.717443;3.717403;3.717518;3.717665;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX3";"8";"Compile time";"Powers of 2";3.52795985085941;3.53020654914059;3.529109;3.528981;3.528965;3.529389;3.528972;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX4";"16";"Compile time";"Powers of 2";3.45880560681869;3.46008559318132;3.459615;3.459345;3.45939;3.459455;3.459423;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX5";"32";"Compile time";"Powers of 2";3.42596610901388;3.42737829098612;3.426861;3.426631;3.426599;3.426579;3.426691;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX6";"64";"Compile time";"Powers of 2";3.40893228056589;3.40995011943411;3.409533;3.409466;3.409347;3.409364;3.409496;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX7";"128";"Compile time";"Powers of 2";3.46081032631543;3.46690047368457;3.46368;3.463521;3.463638;3.463715;3.464723;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX8";"256";"Compile time";"Powers of 2";3.4794396250149;3.4801407749851;3.479838;3.47973;3.479849;3.479801;3.479733;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX9";"512";"Compile time";"Powers of 2";3.46226351539084;3.46373488460916;3.463116;3.463045;3.463033;3.462801;3.463001;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX10";"1024";"Compile time";"Powers of 2";3.50069187994356;3.50237092005644;3.501584;3.501534;3.501726;3.501432;3.501381;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX11";"2048";"Compile time";"Powers of 2";3.45338961614239;3.45490238385761;3.454292;3.454177;3.454193;3.454104;3.453964;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"columnX12";"4096";"Compile time";"Powers of 2";3.41777662482395;3.41955657517605;3.418796;3.418626;3.418592;3.418489;3.41883;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"column";"n/a";"n/a";"n/a";3.36073273163599;3.40927246836401;3.383264;3.383293;3.383163;3.383298;3.391995;t
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O2";"row";"n/a";"n/a";"n/a";3.39552022419841;3.39642337580159;3.395928;3.396016;3.396077;3.395937;3.395901;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX0";"1";"Runtime";"Powers of 2";7.33141914809579;7.33415125190421;7.332767;7.333169;7.33268;7.332678;7.332632;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX1";"2";"Runtime";"Powers of 2";5.42989391270057;5.43223608729943;5.431026;5.431048;5.430915;5.430948;5.431388;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX2";"4";"Runtime";"Powers of 2";4.60238573986772;4.60399386013228;4.603415;4.60312;4.603113;4.603115;4.603186;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX3";"8";"Runtime";"Powers of 2";4.25058039961072;4.25209280038928;4.251534;4.251281;4.251254;4.251373;4.251241;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX4";"16";"Runtime";"Powers of 2";4.07412100278308;4.07509459721692;4.074692;4.074599;4.074588;4.074668;4.074492;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX5";"32";"Runtime";"Powers of 2";0.825931003377446;0.828550596622554;0.827607;0.827231;0.827091;0.827143;0.827132;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX6";"64";"Runtime";"Powers of 2";0.728603502392012;0.732429697607988;0.731065;0.730418;0.730402;0.730344;0.730354;t
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX7";"128";"Runtime";"Powers of 2";0.74761393797926;0.74972966202074;0.748968;0.748612;0.748651;0.748588;0.74854;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX8";"256";"Runtime";"Powers of 2";0.929133779245915;0.931643820754085;0.930708;0.93046;0.930308;0.930202;0.930266;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX9";"512";"Runtime";"Powers of 2";1.11787127533404;1.11997512466596;1.119187;1.118909;1.118967;1.11877;1.118783;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX10";"1024";"Runtime";"Powers of 2";1.13597338311865;1.13795741688135;1.136919;1.136923;1.13684;1.1369;1.137245;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX11";"2048";"Runtime";"Powers of 2";1.22836627090403;1.25128252909597;1.243125;1.239058;1.238951;1.239024;1.238964;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX12";"4096";"Runtime";"Powers of 2";0.875138645423663;0.878240154576337;0.877009;0.876677;0.876862;0.876415;0.876484;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX0";"1";"Compile time";"Powers of 2";1.09762414855201;1.09895865144799;1.098447;1.098342;1.098245;1.098259;1.098164;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX1";"2";"Compile time";"Powers of 2";1.55074550300741;1.55172969699259;1.551363;1.551261;1.551218;1.551181;1.551165;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX2";"4";"Compile time";"Powers of 2";2.03655533267129;2.03754906732871;2.037145;2.037065;2.037019;2.037097;2.036935;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX3";"8";"Compile time";"Powers of 2";3.51850203278451;3.52071476721549;3.519706;3.519543;3.519427;3.519869;3.519497;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX4";"16";"Compile time";"Powers of 2";3.7490482533231;3.7825121466769;3.76467;3.76747;3.76965;3.763341;3.76377;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX5";"32";"Compile time";"Powers of 2";0.743537584727917;0.746998815272083;0.745763;0.745196;0.745126;0.745103;0.745153;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX6";"64";"Compile time";"Powers of 2";0.736965081930033;0.738988918069967;0.738122;0.738149;0.737762;0.737972;0.73788;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX7";"128";"Compile time";"Powers of 2";0.756818619156963;0.761384580843037;0.759706;0.75903;0.759146;0.758844;0.758782;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX8";"256";"Compile time";"Powers of 2";0.930167405790577;0.931533394209423;0.931031;0.930809;0.930785;0.930754;0.930873;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX9";"512";"Compile time";"Powers of 2";1.11214590093223;1.11376369906777;1.113093;1.112753;1.112978;1.112917;1.113033;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX10";"1024";"Compile time";"Powers of 2";1.13742623228264;1.13909536771736;1.138466;1.138243;1.138172;1.138119;1.138304;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX11";"2048";"Compile time";"Powers of 2";1.1626992439577;1.1637263560423;1.163334;1.163238;1.163114;1.163213;1.163165;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"columnX12";"4096";"Compile time";"Powers of 2";0.828618370307212;0.859387629692788;0.848405;0.842451;0.843087;0.84322;0.842852;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"column";"n/a";"n/a";"n/a";0.842609235026476;0.843928364973524;0.843223;0.843166;0.843191;0.843362;0.843402;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"g++";"-O3";"row";"n/a";"n/a";"n/a";1.08177764498933;1.11716755501067;1.098117;1.09824;1.098034;1.098407;1.104565;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX0";"1";"Runtime";"Powers of 2";2.61139868837611;2.61312771162389;2.612361;2.612202;2.612449;2.612102;2.612202;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX1";"2";"Runtime";"Powers of 2";2.10718014110629;2.10909785889371;2.108201;2.108055;2.108015;2.108041;2.108383;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX2";"4";"Runtime";"Powers of 2";1.69029619911007;1.69145300088993;1.690958;1.690817;1.69087;1.690754;1.690974;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX3";"8";"Runtime";"Powers of 2";1.55026232270295;1.55106847729705;1.550678;1.550637;1.550723;1.550568;1.550721;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX4";"16";"Runtime";"Powers of 2";1.53210600539766;1.53301239460234;1.53267;1.53253;1.532566;1.532469;1.532561;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX5";"32";"Runtime";"Powers of 2";1.50364620047391;1.50488619952609;1.504373;1.50434;1.504248;1.504254;1.504116;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX6";"64";"Runtime";"Powers of 2";1.49729685093264;1.49889274906736;1.498294;1.498003;1.49811;1.497962;1.498105;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX7";"128";"Runtime";"Powers of 2";1.56706923383456;1.56817916616544;1.567729;1.567538;1.56755;1.567709;1.567595;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX8";"256";"Runtime";"Powers of 2";1.6529310699459;1.6550625300541;1.653893;1.653914;1.653872;1.654287;1.654018;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX9";"512";"Runtime";"Powers of 2";1.69121081685292;1.69266158314708;1.692124;1.691887;1.691858;1.691973;1.691839;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX10";"1024";"Runtime";"Powers of 2";1.74724475683352;1.74918204316648;1.748471;1.748178;1.748233;1.748084;1.748101;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX11";"2048";"Runtime";"Powers of 2";1.72379265173193;1.72547974826807;1.724641;1.724468;1.724837;1.724665;1.72457;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX12";"4096";"Runtime";"Powers of 2";1.48546455305819;1.54363984694181;1.522932;1.512313;1.51252;1.512462;1.512534;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX0";"1";"Compile time";"Powers of 2";1.48987636642455;1.49079963357545;1.490379;1.490385;1.490247;1.49041;1.490269;t
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX1";"2";"Compile time";"Powers of 2";1.77085831730363;1.77283528269637;1.77206;1.771879;1.771627;1.771778;1.77189;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX2";"4";"Compile time";"Powers of 2";1.4947087827758;1.4960728172242;1.495303;1.495251;1.495457;1.495514;1.495429;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX3";"8";"Compile time";"Powers of 2";1.53450715234635;1.53550284765365;1.535138;1.535009;1.534963;1.534987;1.534928;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX4";"16";"Compile time";"Powers of 2";1.54922168332036;1.55014871667964;1.549803;1.549713;1.549619;1.549653;1.549638;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX5";"32";"Compile time";"Powers of 2";1.51401656009042;1.51606583990958;1.515299;1.514949;1.515003;1.515088;1.514867;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX6";"64";"Compile time";"Powers of 2";1.49834838598286;1.50096721401714;1.499706;1.49955;1.49949;1.499537;1.500006;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX7";"128";"Compile time";"Powers of 2";1.54717841606051;1.5872563839395;1.572983;1.566008;1.565859;1.565692;1.565545;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX8";"256";"Compile time";"Powers of 2";1.65328837162031;1.65463402837969;1.653885;1.654093;1.653935;1.65384;1.654053;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX9";"512";"Compile time";"Powers of 2";1.69539544612591;1.69672375387409;1.696212;1.696123;1.69596;1.696032;1.695971;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX10";"1024";"Compile time";"Powers of 2";1.76290907458562;1.76459452541438;1.763913;1.763867;1.763586;1.763676;1.763717;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX11";"2048";"Compile time";"Powers of 2";1.71787894186551;1.71951825813449;1.718826;1.718858;1.718594;1.718624;1.718591;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"columnX12";"4096";"Compile time";"Powers of 2";1.5218926775803;1.5231785224197;1.522712;1.522497;1.522466;1.522462;1.522541;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"column";"n/a";"n/a";"n/a";1.66486986545911;1.66629333454089;1.665529;1.665517;1.665522;1.665555;1.665785;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O1";"row";"n/a";"n/a";"n/a";1.46988294833696;1.51089625166304;1.488789;1.496288;1.48892;1.488721;1.48923;t
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX0";"1";"Runtime";"Powers of 2";2.61594747308888;2.61661932691112;2.61631;2.616305;2.616348;2.616228;2.616226;f
