"Machine";"Table schema";"Query";"Compiler";"Opt. level";"Layout name";"Chunk size [tuples]";"Chunk size provided at";"Chunk sizes considered";"ConfIntLow";"ConfIntHigh";"run1";"run2";"run3";"run4";"run5";"Best solution"
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX7";"128";"Compile time";"Powers of 2";1.36064398333489;1.37516641666511;1.367124;1.369316;1.366984;1.367056;1.369046;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX8";"256";"Compile time";"Powers of 2";1.35970490123083;1.37193629876917;1.365028;1.36694;1.365125;1.365154;1.366856;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX9";"512";"Compile time";"Powers of 2";1.34613455949925;1.37653664050075;1.364449;1.362833;1.359125;1.358673;1.361598;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX10";"1024";"Compile time";"Powers of 2";1.40262838522038;1.43293961477962;1.414452;1.419792;1.417368;1.420527;1.416781;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX11";"2048";"Compile time";"Powers of 2";1.35737239693999;1.37460600306001;1.36775;1.365137;1.364939;1.367236;1.364884;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX12";"4096";"Compile time";"Powers of 2";1.03513204731952;1.05234635268048;1.045194;1.04466;1.042256;1.042262;1.044324;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"row";"n/a";"n/a";"n/a";1.03080551224749;1.04181288775251;1.035694;1.035579;1.03651;1.037758;1.036005;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"column";"n/a";"n/a";"n/a";1.04870455580637;1.06090464419363;1.054383;1.054376;1.056562;1.054339;1.054363;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX0";"1";"Runtime";"Powers of 2";2.04330341039096;2.05966218960904;2.052546;2.050164;2.051696;2.050085;2.052923;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX1";"2";"Runtime";"Powers of 2";1.59742637222661;1.60982762777339;1.604733;1.602628;1.603061;1.604676;1.603037;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX2";"4";"Runtime";"Powers of 2";1.34278992550407;1.35727287449593;1.349269;1.349255;1.352045;1.350007;1.349581;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX3";"8";"Runtime";"Powers of 2";1.25603968548794;1.26991031451206;1.262234;1.264188;1.262095;1.262151;1.264207;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX4";"16";"Runtime";"Powers of 2";1.20297394058024;1.21663365941976;1.210219;1.208751;1.209094;1.209441;1.211514;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX5";"32";"Runtime";"Powers of 2";1.37775083392264;1.39212436607736;1.386133;1.384328;1.383712;1.38622;1.384295;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX6";"64";"Runtime";"Powers of 2";1.28830207405805;1.30068912594195;1.294045;1.294071;1.296279;1.29409;1.293993;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX7";"128";"Runtime";"Powers of 2";1.22802434959557;1.23890965040443;1.232951;1.232936;1.235;1.233394;1.233054;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX8";"256";"Runtime";"Powers of 2";1.20197626493544;1.21905773506456;1.210458;1.210348;1.212822;1.209294;1.209663;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX9";"512";"Runtime";"Powers of 2";1.19653458010025;1.20801701989975;1.202009;1.201978;1.203908;1.201858;1.201626;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX10";"1024";"Runtime";"Powers of 2";1.29154503796662;1.30273416203338;1.296617;1.296581;1.29873;1.29693;1.29684;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX11";"2048";"Runtime";"Powers of 2";1.24733595381871;1.26032004618129;1.253415;1.253384;1.255693;1.253224;1.253424;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX12";"4096";"Runtime";"Powers of 2";1.16852268943211;1.18508331056789;1.175908;1.176295;1.179135;1.176033;1.176644;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX0";"1";"Compile time";"Powers of 2";0.94633080687355;0.95914839312645;0.95388;0.952413;0.951771;0.951841;0.953793;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX1";"2";"Compile time";"Powers of 2";0.815791258578819;0.826887141421181;0.820959;0.821;0.820899;0.822936;0.820902;t
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX2";"4";"Compile time";"Powers of 2";0.960513814765282;0.979570585234718;0.970218;0.968639;0.969404;0.969351;0.972599;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX3";"8";"Compile time";"Powers of 2";1.16529273674436;1.18026686325564;1.171751;1.174283;1.171847;1.172136;1.173882;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX4";"16";"Compile time";"Powers of 2";1.16569140356125;1.18169499643875;1.17302;1.175366;1.172325;1.173025;1.17473;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX5";"32";"Compile time";"Powers of 2";1.35659856554868;1.37415303445132;1.365998;1.364758;1.364623;1.367536;1.363964;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX6";"64";"Compile time";"Powers of 2";1.31968012632286;1.34959387367714;1.337808;1.33305;1.332253;1.33656;1.333514;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX7";"128";"Compile time";"Powers of 2";1.25421515471466;1.28247644528534;1.26809;1.267083;1.267518;1.272314;1.266724;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX8";"256";"Compile time";"Powers of 2";1.21627812046527;1.22784627953473;1.221798;1.221533;1.221808;1.223706;1.221466;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX9";"512";"Compile time";"Powers of 2";1.20915460207551;1.22284139792449;1.21577;1.215931;1.215454;1.217859;1.214976;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX10";"1024";"Compile time";"Powers of 2";1.32719399613337;1.34396240386663;1.335447;1.334541;1.337878;1.335382;1.334643;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX11";"2048";"Compile time";"Powers of 2";1.25877605158721;1.27120034841279;1.264515;1.264304;1.266635;1.265234;1.264253;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX12";"4096";"Compile time";"Powers of 2";0.941810804038842;0.953169995961158;0.94717;0.946977;0.947068;0.949122;0.947115;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"column";"n/a";"n/a";"n/a";0.920196240067208;0.932853359932792;0.926091;0.926043;0.926061;0.928348;0.926081;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"row";"n/a";"n/a";"n/a";0.947795099885817;0.959162100114182;0.953061;0.953401;0.955056;0.952716;0.953159;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX0";"1";"Runtime";"Powers of 2";2.91677348952831;2.92851091047169;2.923535;2.922825;2.92103;2.922929;2.922892;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX1";"2";"Runtime";"Powers of 2";1.93461402854863;1.94952517145137;1.940951;1.941618;1.943467;1.941073;1.943239;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX2";"4";"Runtime";"Powers of 2";1.43765375877327;1.45020984122673;1.444607;1.442401;1.444946;1.443499;1.444206;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX3";"8";"Runtime";"Powers of 2";1.39920156203049;1.41396723796951;1.405602;1.407801;1.405805;1.405749;1.407965;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX4";"16";"Runtime";"Powers of 2";1.28310606952568;1.30057713047432;1.29292;1.290983;1.290862;1.290677;1.293766;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX5";"32";"Runtime";"Powers of 2";0.948465760572214;0.970265039427786;0.960536;0.958703;0.958508;0.957335;0.961745;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX6";"64";"Runtime";"Powers of 2";0.853376997612812;0.863069002387188;0.858566;0.85944;0.857614;0.857835;0.85766;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX7";"128";"Runtime";"Powers of 2";0.818349876618819;0.830489723381181;0.824073;0.823966;0.826166;0.823971;0.823923;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX8";"256";"Runtime";"Powers of 2";0.816395816855828;0.829590983144172;0.824146;0.822246;0.82224;0.822167;0.824168;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX9";"512";"Runtime";"Powers of 2";0.863199748103539;0.879856651896461;0.871042;0.871929;0.873638;0.870904;0.870128;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX10";"1024";"Runtime";"Powers of 2";0.939422070115504;0.951461129884496;0.945168;0.945024;0.944969;0.947166;0.944881;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX11";"2048";"Runtime";"Powers of 2";0.878794227361341;0.891382172638659;0.8869;0.884616;0.884683;0.88467;0.884572;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX12";"4096";"Runtime";"Powers of 2";0.763156405933647;0.775632394066353;0.769012;0.768904;0.771189;0.768878;0.768989;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX0";"1";"Compile time";"Powers of 2";0.954693359114073;0.967363840885927;0.960561;0.962829;0.960543;0.96037;0.96084;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX1";"2";"Compile time";"Powers of 2";0.816068301923415;0.826615298076585;0.820919;0.820945;0.821014;0.82286;0.820971;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX2";"4";"Compile time";"Powers of 2";0.696891999424691;0.708337200575308;0.702165;0.704252;0.702065;0.702226;0.702365;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX3";"8";"Compile time";"Powers of 2";0.682139045371038;0.688463354628962;0.684852;0.684649;0.685701;0.685604;0.6857;t
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX4";"16";"Compile time";"Powers of 2";0.70249743066206;0.71545696933794;0.708643;0.708254;0.708598;0.710824;0.708567;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX5";"32";"Compile time";"Powers of 2";0.949574834509042;0.964241565490958;0.958252;0.956135;0.956031;0.955975;0.958148;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX6";"64";"Compile time";"Powers of 2";0.863995909309973;0.874469690690027;0.868929;0.870733;0.868957;0.868814;0.868731;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX7";"128";"Compile time";"Powers of 2";0.815180422108527;0.837036377891473;0.824626;0.82489;0.825686;0.829022;0.826318;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX8";"256";"Compile time";"Powers of 2";0.817174028135436;0.828896771864564;0.824695;0.822498;0.822903;0.822627;0.822454;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX9";"512";"Compile time";"Powers of 2";0.865892695904445;0.877981304095555;0.871323;0.872042;0.873588;0.871479;0.871253;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX10";"1024";"Compile time";"Powers of 2";0.948923652522169;0.962673147477831;0.955492;0.955393;0.95498;0.957748;0.955379;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX11";"2048";"Compile time";"Powers of 2";0.883308335614418;0.902092464385582;0.895114;0.892835;0.89227;0.890977;0.892306;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"columnX12";"4096";"Compile time";"Powers of 2";0.770334576433267;0.787479023566733;0.778795;0.778986;0.781086;0.77836;0.777307;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"column";"n/a";"n/a";"n/a";0.743389948436456;0.756973651563544;0.749772;0.74982;0.749574;0.749613;0.75213;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"g++";"-O3";"row";"n/a";"n/a";"n/a";0.954875070458156;0.975116129541844;0.967686;0.96525;0.964553;0.963733;0.963756;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX0";"1";"Runtime";"Powers of 2";2.29443494995954;2.31043905004046;2.301063;2.30325;2.303226;2.30101;2.303636;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX1";"2";"Runtime";"Powers of 2";1.96879554377721;1.98217485622279;1.974325;1.976728;1.9748;1.976529;1.975044;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX2";"4";"Runtime";"Powers of 2";1.80575223325428;1.82798936674572;1.816794;1.819352;1.81495;1.817825;1.815433;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX3";"8";"Runtime";"Powers of 2";1.7651598795415;1.7776785204585;1.77059;1.772844;1.770582;1.770984;1.772096;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX4";"16";"Runtime";"Powers of 2";1.76471030117864;1.78339129882136;1.774716;1.772867;1.775157;1.772052;1.775462;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX5";"32";"Runtime";"Powers of 2";1.71782067589763;1.73757332410237;1.727892;1.729818;1.726491;1.726587;;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX6";"64";"Runtime";"Powers of 2";1.90400274102709;1.92078685897291;1.913614;1.91224;1.913808;1.910551;1.911761;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX7";"128";"Runtime";"Powers of 2";1.83107599007719;1.85538640992281;1.844312;1.842559;1.845768;1.840546;1.842971;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX8";"256";"Runtime";"Powers of 2";1.80868567447705;1.82135152552295;1.816054;1.814605;1.81617;1.814235;1.814029;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX9";"512";"Runtime";"Powers of 2";1.80358258193743;1.81609301806257;1.81109;1.809348;1.80902;1.810755;1.808976;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX10";"1024";"Runtime";"Powers of 2";1.89964537906048;1.91256902093952;1.906625;1.905391;1.907709;1.905376;1.905435;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX11";"2048";"Runtime";"Powers of 2";1.84369693758312;1.86075866241688;1.854069;1.85123;1.853326;1.851452;1.851062;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX12";"4096";"Runtime";"Powers of 2";1.73525664377299;1.75005775622701;1.743925;1.741922;1.741694;1.743994;1.741751;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX0";"1";"Compile time";"Powers of 2";1.11700659605739;1.12709860394261;1.123187;1.121275;1.122615;1.121671;1.121515;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX1";"2";"Compile time";"Powers of 2";1.05761954014748;1.07012605985252;1.063462;1.06299;1.065607;1.063705;1.0636;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX2";"4";"Compile time";"Powers of 2";0.982265670243555;0.996643529756445;0.988914;0.98997;0.989555;0.990965;0.987869;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX3";"8";"Compile time";"Powers of 2";1.16784560430143;1.18282439569857;1.176706;1.174474;1.174406;1.176605;1.174484;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX4";"16";"Compile time";"Powers of 2";1.16729033299361;1.18661006700639;1.17876;1.1762;1.176182;1.178419;1.17519;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX5";"32";"Compile time";"Powers of 2";1.35785025296277;1.37349134703723;1.367121;1.364809;1.364934;1.366959;1.364531;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX6";"64";"Compile time";"Powers of 2";1.25306849091323;1.26900870908677;1.260278;1.260974;1.263273;1.260444;1.260224;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX7";"128";"Compile time";"Powers of 2";1.19123113156394;1.20372166843606;1.196828;1.198131;1.198926;1.196611;1.196886;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX8";"256";"Compile time";"Powers of 2";1.17098857625438;1.18795662374562;1.179233;1.179967;1.181547;1.178584;1.178032;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX9";"512";"Compile time";"Powers of 2";1.16641999639777;1.17766920360223;1.171748;1.171456;1.173644;1.171821;1.171554;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX10";"1024";"Compile time";"Powers of 2";1.26436704484753;1.27581615515247;1.269811;1.269697;1.269633;1.271734;1.269583;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX11";"2048";"Compile time";"Powers of 2";1.22878831458257;1.24347008541743;1.235705;1.235407;1.235678;1.238234;1.235622;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"columnX12";"4096";"Compile time";"Powers of 2";0.967717600694614;0.980508799305386;0.973696;0.974431;0.973085;0.975744;0.97361;t
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"row";"n/a";"n/a";"n/a";1.11376876770533;1.12660403229467;1.119729;1.119664;1.119721;1.122034;1.119784;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O1";"column";"n/a";"n/a";"n/a";1.33464108132853;1.35084771867147;1.341802;1.343927;1.341809;1.341786;1.344398;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX0";"1";"Runtime";"Powers of 2";1.6340076482936;1.6540299517064;1.646118;1.643165;1.642484;1.645361;1.642966;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX1";"2";"Runtime";"Powers of 2";1.31756678156832;1.33227321843168;1.324208;1.326253;1.324409;1.323628;1.326102;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX2";"4";"Runtime";"Powers of 2";1.11916632224671;1.13532727775329;1.128592;1.126011;1.126119;1.126848;1.128664;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX3";"8";"Runtime";"Powers of 2";1.22037681562272;1.23601358437728;1.229772;1.227364;1.227315;1.229354;1.227171;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX4";"16";"Runtime";"Powers of 2";1.19917366833318;1.21304393166682;1.205043;1.205855;1.205484;1.20795;1.206212;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX5";"32";"Runtime";"Powers of 2";1.40190558231352;1.41908441768648;1.410745;1.409288;1.412715;1.410317;1.40941;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX6";"64";"Runtime";"Powers of 2";1.3702449700929;1.3858738299071;1.376926;1.379574;1.377572;1.379234;1.376991;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX7";"128";"Runtime";"Powers of 2";1.30994440246486;1.32668999753514;1.319165;1.318648;1.319671;1.316212;1.31789;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX8";"256";"Runtime";"Powers of 2";1.28631547916995;1.32704932083005;1.312094;1.306336;1.303909;1.304247;1.306826;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX9";"512";"Runtime";"Powers of 2";1.2737455380225;1.2891088619775;1.282875;1.280673;1.280343;1.282673;1.280572;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX10";"1024";"Runtime";"Powers of 2";1.3597959409687;1.3708932590313;1.364931;1.364905;1.366933;1.36484;1.365114;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX11";"2048";"Runtime";"Powers of 2";1.35915979066318;1.37141540933682;1.364651;1.366329;1.36453;1.364523;1.366405;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX12";"4096";"Runtime";"Powers of 2";1.10610990499209;1.13282249500791;1.12113;1.118295;1.117381;1.11817;1.122355;f
"Intel Xeon E7-4870 v2 (Ivy Bridge)";"(char a, char b)";"SELECT SUM(a*b) FROM t";"clang++";"-O2";"columnX0";"1";"Compile time";"Powers of 2";1.11373588697522;1.12541771302478;1.119143;1.119206;1.121259;1.119136;1.11914;f
